Sample_no,Week,InCO2,InHumidity,InTemp,SolarRadiation,NutrientSupplyEC(ds/m),NutrientSupplypH,Doy,TotalNutrientSupply,CultivationForm_soil,CultivationForm_water
13,0.7562312913190484,-0.6840113951684986,0.4158251542358489,0.9286748965632681,0.47596453595312366,0.8914780217214493,0.7208851662382665,0.17534246575342466,0.7488347068395332,0,1
13,0.7562312913190484,-0.6603515344435921,0.3436748597522686,0.8907306259151013,0.4709797176165361,0.9447373560812371,0.453261353241778,0.1780821917808219,1.1182714773804403,0,1
13,0.7562312913190484,-0.44628443063265494,0.4714801570456412,0.8205453990095534,0.836533062299621,0.14584734068443764,-0.28270413249856474,0.18082191780821918,0.5874001516451873,0,1
13,0.7562312913190484,-0.5583658943528265,0.3551340130218536,0.5403864770659121,0.06887103846514281,0.8914780217214493,0.74318715065464,0.18356164383561643,0.009961165757719092,0,1
13,0.7562312913190484,-0.5816337995536759,0.41521349126782364,0.6693503579642707,0.763422393363004,-0.01393066239492367,-1.620823197481005,0.1863013698630137,0.3048896800550819,0,1
13,0.7562312913190484,-0.2832695345428132,0.1717016269022002,0.7340651038586357,-0.1587689989056873,0.19910667504422316,0.5424692909072741,0.18904109589041096,-0.6512996084037365,0,1
14,0.7562312913190484,-0.44821451512773125,0.40617090941788764,0.8286929470994483,0.5706760843482865,0.9447373560812371,0.47556333765815156,0.1726027397260274,0.6153407477365164,0,1
14,0.7562312913190484,-0.6840113951684986,0.4158251542358489,0.9286748965632681,0.47596453595312366,0.8914780217214493,0.7208851662382665,0.17534246575342466,0.7488347068395332,0,1
14,0.7562312913190484,-0.6603515344435921,0.3436748597522686,0.8907306259151013,0.4709797176165361,0.9447373560812371,0.453261353241778,0.1780821917808219,1.1182714773804403,0,1
14,0.7562312913190484,-0.44628443063265494,0.4714801570456412,0.8205453990095534,0.836533062299621,0.14584734068443764,-0.28270413249856474,0.18082191780821918,0.5874001516451873,0,1
14,0.7562312913190484,-0.5583658943528265,0.3551340130218536,0.5403864770659121,0.06887103846514281,0.8914780217214493,0.74318715065464,0.18356164383561643,0.009961165757719092,0,1
14,0.7562312913190484,-0.5816337995536759,0.41521349126782364,0.6693503579642707,0.763422393363004,-0.01393066239492367,-1.620823197481005,0.1863013698630137,0.3048896800550819,0,1
14,0.7562312913190484,-0.2832695345428132,0.1717016269022002,0.7340651038586357,-0.1587689989056873,0.19910667504422316,0.5424692909072741,0.18904109589041096,-0.6512996084037365,0,1
15,0.7562312913190484,-0.44821451512773125,0.40617090941788764,0.8286929470994483,0.5706760843482865,0.9447373560812371,0.47556333765815156,0.1726027397260274,0.6153407477365164,0,1
15,0.7562312913190484,-0.6840113951684986,0.4158251542358489,0.9286748965632681,0.47596453595312366,0.8914780217214493,0.7208851662382665,0.17534246575342466,0.7488347068395332,0,1
15,0.7562312913190484,-0.6603515344435921,0.3436748597522686,0.8907306259151013,0.4709797176165361,0.9447373560812371,0.453261353241778,0.1780821917808219,1.1182714773804403,0,1
15,0.7562312913190484,-0.44628443063265494,0.4714801570456412,0.8205453990095534,0.836533062299621,0.14584734068443764,-0.28270413249856474,0.18082191780821918,0.5874001516451873,0,1
15,0.7562312913190484,-0.5583658943528265,0.3551340130218536,0.5403864770659121,0.06887103846514281,0.8914780217214493,0.74318715065464,0.18356164383561643,0.009961165757719092,0,1
15,0.7562312913190484,-0.5816337995536759,0.41521349126782364,0.6693503579642707,0.763422393363004,-0.01393066239492367,-1.620823197481005,0.1863013698630137,0.3048896800550819,0,1
15,0.7562312913190484,-0.2832695345428132,0.1717016269022002,0.7340651038586357,-0.1587689989056873,0.19910667504422316,0.5424692909072741,0.18904109589041096,-0.6512996084037365,0,1
16,0.7649911455661232,-0.4233758182330733,0.47428182354643045,0.8467339165116232,0.7168974222215204,0.41214401248337,0.6985831818218929,0.1917808219178082,0.7022670466873181,0,1
16,0.7649911455661232,-0.02733148541356151,-0.24481062045983323,0.18212755763759686,-1.2089040618134583,0.09258800632464975,0.6762811974055194,0.19452054794520549,-0.0924876865771543,0,1
16,0.7649911455661232,-0.42092906580529554,0.3118258736992065,0.9282093136073135,0.48925738485069037,0.6784406842823024,0.8100931039037627,0.19726027397260273,0.7022670466873181,0,1
16,0.7649911455661232,-0.4024388604188033,0.19590468508432266,0.8556962277908333,0.1801986479822641,0.5186626812029435,0.6762811974055194,0.2,-0.0924876865771543,0,1
16,0.7649911455661232,-0.45426607039527406,0.2628331839395305,0.7827175590183985,0.14862813185054313,0.5719220155627289,0.47556333765815156,0.20273972602739726,-0.0924876865771543,0,1
16,0.7649911455661232,-0.2858588162520661,0.05429450260691174,0.8290421273328089,-0.44290364409117594,0.039328671964864226,0.5647712753236477,0.2054794520547945,-0.53953722403842,0,1
16,0.7649911455661232,-0.05782087397161267,-0.19368366760468317,0.059798073238677016,-1.2404745779451791,0.14584734068443764,0.6539792129891439,0.20821917808219179,-0.4277748396731036,0,1
17,0.7649911455661232,-0.4233758182330733,0.47428182354643045,0.8467339165116232,0.7168974222215204,0.41214401248337,0.6985831818218929,0.1917808219178082,0.7022670466873181,0,1
17,0.7649911455661232,-0.02733148541356151,-0.24481062045983323,0.18212755763759686,-1.2089040618134583,0.09258800632464975,0.6762811974055194,0.19452054794520549,-0.0924876865771543,0,1
17,0.7649911455661232,-0.42092906580529554,0.3118258736992065,0.9282093136073135,0.48925738485069037,0.6784406842823024,0.8100931039037627,0.19726027397260273,0.7022670466873181,0,1
17,0.7649911455661232,-0.4024388604188033,0.19590468508432266,0.8556962277908333,0.1801986479822641,0.5186626812029435,0.6762811974055194,0.2,-0.0924876865771543,0,1
17,0.7649911455661232,-0.45426607039527406,0.2628331839395305,0.7827175590183985,0.14862813185054313,0.5719220155627289,0.47556333765815156,0.20273972602739726,-0.0924876865771543,0,1
17,0.7649911455661232,-0.2858588162520661,0.05429450260691174,0.8290421273328089,-0.44290364409117594,0.039328671964864226,0.5647712753236477,0.2054794520547945,-0.53953722403842,0,1
17,0.7649911455661232,-0.05782087397161267,-0.19368366760468317,0.059798073238677016,-1.2404745779451791,0.14584734068443764,0.6539792129891439,0.20821917808219179,-0.4277748396731036,0,1
18,0.7649911455661232,-0.4233758182330733,0.47428182354643045,0.8467339165116232,0.7168974222215204,0.41214401248337,0.6985831818218929,0.1917808219178082,0.7022670466873181,0,1
18,0.7649911455661232,-0.02733148541356151,-0.24481062045983323,0.18212755763759686,-1.2089040618134583,0.09258800632464975,0.6762811974055194,0.19452054794520549,-0.0924876865771543,0,1
18,0.7649911455661232,-0.42092906580529554,0.3118258736992065,0.9282093136073135,0.48925738485069037,0.6784406842823024,0.8100931039037627,0.19726027397260273,0.7022670466873181,0,1
18,0.7649911455661232,-0.4024388604188033,0.19590468508432266,0.8556962277908333,0.1801986479822641,0.5186626812029435,0.6762811974055194,0.2,-0.0924876865771543,0,1
18,0.7649911455661232,-0.45426607039527406,0.2628331839395305,0.7827175590183985,0.14862813185054313,0.5719220155627289,0.47556333765815156,0.20273972602739726,-0.0924876865771543,0,1
18,0.7649911455661232,-0.2858588162520661,0.05429450260691174,0.8290421273328089,-0.44290364409117594,0.039328671964864226,0.5647712753236477,0.2054794520547945,-0.53953722403842,0,1
18,0.7649911455661232,-0.05782087397161267,-0.19368366760468317,0.059798073238677016,-1.2404745779451791,0.14584734068443764,0.6539792129891439,0.20821917808219179,-0.4277748396731036,0,1
20,0.7734814226222289,0.12067626531848816,0.04220542000814629,0.38988979648735067,-0.3781010057155382,0.14584734068443764,0.5647712753236477,0.21095890410958903,-0.2166681136497281,0,1
20,0.7734814226222289,-0.15125178757627816,0.19447810961232456,0.6044028345591369,-0.09230475441785368,0.25236600940401105,0.74318715065464,0.2136986301369863,-0.6823447151718799,0,1
20,0.7734814226222289,-0.45189058260823395,0.4924294267238102,0.6550339683964725,0.5956001760312242,0.46540334684315793,0.49786532207452705,0.21643835616438356,0.7891933456381197,0,1
20,0.7734814226222289,-0.09622954644428393,-0.08698498922010688,-0.062065828204287375,-1.6093511348526557,0.25236600940401105,0.5424692909072741,0.2191780821917808,-0.1545779001134412,0,1
20,0.7734814226222289,-0.46593268643113445,0.6785155786257101,0.9549797888535128,0.8747500028801253,0.25236600940401105,-0.661837867576923,0.2219178082191781,0.8699106232352927,0,1
20,0.7734814226222289,-0.4651873765883219,0.16093353991855622,0.4445946904024238,-0.9945568733401948,0.039328671964864226,0.6093752441563968,0.22465753424657534,-0.1545779001134412,0,1
20,0.7734814226222289,-0.4561991237752835,0.3431422299903918,0.6444421866074693,-0.48278219078387613,0.09258800632464975,0.5647712753236477,0.2273972602739726,-0.49607407456301916,0,1
21,0.7734814226222289,0.12067626531848816,0.04220542000814629,0.38988979648735067,-0.3781010057155382,0.14584734068443764,0.5647712753236477,0.21095890410958903,-0.2166681136497281,0,1
21,0.7734814226222289,-0.15125178757627816,0.19447810961232456,0.6044028345591369,-0.09230475441785368,0.25236600940401105,0.74318715065464,0.2136986301369863,-0.6823447151718799,0,1
21,0.7734814226222289,-0.45189058260823395,0.4924294267238102,0.6550339683964725,0.5956001760312242,0.46540334684315793,0.49786532207452705,0.21643835616438356,0.7891933456381197,0,1
21,0.7734814226222289,-0.09622954644428393,-0.08698498922010688,-0.062065828204287375,-1.6093511348526557,0.25236600940401105,0.5424692909072741,0.2191780821917808,-0.1545779001134412,0,1
21,0.7734814226222289,-0.46593268643113445,0.6785155786257101,0.9549797888535128,0.8747500028801253,0.25236600940401105,-0.661837867576923,0.2219178082191781,0.8699106232352927,0,1
21,0.7734814226222289,-0.4651873765883219,0.16093353991855622,0.4445946904024238,-0.9945568733401948,0.039328671964864226,0.6093752441563968,0.22465753424657534,-0.1545779001134412,0,1
21,0.7734814226222289,-0.4561991237752835,0.3431422299903918,0.6444421866074693,-0.48278219078387613,0.09258800632464975,0.5647712753236477,0.2273972602739726,-0.49607407456301916,0,1
22,0.7734814226222289,0.12067626531848816,0.04220542000814629,0.38988979648735067,-0.3781010057155382,0.14584734068443764,0.5647712753236477,0.21095890410958903,-0.2166681136497281,0,1
22,0.7734814226222289,-0.15125178757627816,0.19447810961232456,0.6044028345591369,-0.09230475441785368,0.25236600940401105,0.74318715065464,0.2136986301369863,-0.6823447151718799,0,1
22,0.7734814226222289,-0.45189058260823395,0.4924294267238102,0.6550339683964725,0.5956001760312242,0.46540334684315793,0.49786532207452705,0.21643835616438356,0.7891933456381197,0,1
22,0.7734814226222289,-0.09622954644428393,-0.08698498922010688,-0.062065828204287375,-1.6093511348526557,0.25236600940401105,0.5424692909072741,0.2191780821917808,-0.1545779001134412,0,1
22,0.7734814226222289,-0.46593268643113445,0.6785155786257101,0.9549797888535128,0.8747500028801253,0.25236600940401105,-0.661837867576923,0.2219178082191781,0.8699106232352927,0,1
22,0.7734814226222289,-0.4651873765883219,0.16093353991855622,0.4445946904024238,-0.9945568733401948,0.039328671964864226,0.6093752441563968,0.22465753424657534,-0.1545779001134412,0,1
22,0.7734814226222289,-0.4561991237752835,0.3431422299903918,0.6444421866074693,-0.48278219078387613,0.09258800632464975,0.5647712753236477,0.2273972602739726,-0.49607407456301916,0,1
24,0.8124067336977654,-2.1404295860050544,1.860089140942203,-2.207371515771371,-1.9848741162089156,-2.2508227055059633,1.7913804182242203,0.30684931506849317,1.5280668867199338,0,1
24,0.8124067336977654,-2.1404295860050544,1.8571858820537006,-2.207371515771371,-1.9848741162089156,-2.5171193773048954,1.5237566052277318,0.3095890410958904,0.5097873847248287,0,1
24,0.8124067336977654,-2.1404295860050544,1.8631795258290822,-2.207371515771371,-1.9848741162089156,-2.410600708585322,1.4791526363949827,0.31232876712328766,0.8574925805280353,0,1
24,0.8124067336977654,-2.1404295860050544,1.8635436741619698,-2.207371515771371,-1.9848741162089156,-1.9845260337070307,1.3453407298967395,0.3150684931506849,1.1927797336239845,0,1
24,0.8124067336977654,-2.1404295860050544,1.8562309109875048,-2.207371515771371,-1.9848741162089156,-2.14430403678639,1.4568506519786093,0.3178082191780822,0.7457301961627189,0,1
24,0.8124067336977654,-2.1404295860050544,1.8387407475599935,-2.207371515771371,-1.9848741162089156,-1.9845260337070307,1.5014546208113564,0.32054794520547947,1.0220316463991956,0,1
24,0.8124067336977654,-2.1404295860050544,1.8697067758142416,-2.207371515771371,-1.9848741162089156,-2.3040820398657487,1.4791526363949827,0.3232876712328767,1.081017349258668,0,1
25,0.8124067336977654,-2.1404295860050544,1.860089140942203,-2.207371515771371,-1.9848741162089156,-2.2508227055059633,1.7913804182242203,0.30684931506849317,1.5280668867199338,0,1
25,0.8124067336977654,-2.1404295860050544,1.8571858820537006,-2.207371515771371,-1.9848741162089156,-2.5171193773048954,1.5237566052277318,0.3095890410958904,0.5097873847248287,0,1
25,0.8124067336977654,-2.1404295860050544,1.8631795258290822,-2.207371515771371,-1.9848741162089156,-2.410600708585322,1.4791526363949827,0.31232876712328766,0.8574925805280353,0,1
25,0.8124067336977654,-2.1404295860050544,1.8635436741619698,-2.207371515771371,-1.9848741162089156,-1.9845260337070307,1.3453407298967395,0.3150684931506849,1.1927797336239845,0,1
25,0.8124067336977654,-2.1404295860050544,1.8562309109875048,-2.207371515771371,-1.9848741162089156,-2.14430403678639,1.4568506519786093,0.3178082191780822,0.7457301961627189,0,1
25,0.8124067336977654,-2.1404295860050544,1.8387407475599935,-2.207371515771371,-1.9848741162089156,-1.9845260337070307,1.5014546208113564,0.32054794520547947,1.0220316463991956,0,1
25,0.8124067336977654,-2.1404295860050544,1.8697067758142416,-2.207371515771371,-1.9848741162089156,-2.3040820398657487,1.4791526363949827,0.3232876712328767,1.081017349258668,0,1
26,0.8124067336977654,-2.1404295860050544,1.860089140942203,-2.207371515771371,-1.9848741162089156,-2.2508227055059633,1.7913804182242203,0.30684931506849317,1.5280668867199338,0,1
26,0.8124067336977654,-2.1404295860050544,1.8571858820537006,-2.207371515771371,-1.9848741162089156,-2.5171193773048954,1.5237566052277318,0.3095890410958904,0.5097873847248287,0,1
